City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
522,Surin,TH,2022-01-09 19:46:12,14.8818,103.4936,69.91,57,15,3.71,few clouds
523,Fremont,US,2022-01-09 19:45:02,37.5483,-121.9886,63.63,74,0,7.0,clear sky
524,Taguatinga,BR,2022-01-09 19:46:12,-12.3857,-46.5711,72.34,93,100,3.13,overcast clouds
525,Tabas,IR,2022-01-09 19:46:12,33.5959,56.9244,47.01,39,0,1.52,clear sky
526,Quepos,CR,2022-01-09 19:46:13,9.4236,-84.1652,90.7,66,4,5.79,clear sky
527,Clyde River,CA,2022-01-09 19:46:13,70.4692,-68.5914,-7.37,77,100,27.63,snow
528,Conway,US,2022-01-09 19:43:27,35.0887,-92.4421,49.98,69,100,7.0,overcast clouds
529,Anloga,GH,2022-01-09 19:46:13,5.7947,0.8973,84.42,75,73,10.65,broken clouds
530,Port-Cartier,CA,2022-01-09 19:46:14,50.0334,-66.8654,21.74,95,100,10.83,snow
531,Cabrero,CL,2022-01-09 19:46:14,-37.0333,-72.4,80.55,32,0,13.65,clear sky
532,Colares,PT,2022-01-09 19:46:14,38.7992,-9.4469,57.79,72,75,3.0,broken clouds
533,Puerto Leguizamo,CO,2022-01-09 19:46:15,-0.1934,-74.7819,95.13,32,99,4.59,overcast clouds
534,Ilinskoye-Khovanskoye,RU,2022-01-09 19:46:15,56.9718,39.7684,20.53,96,100,7.65,snow
535,Rorvik,NO,2022-01-09 19:46:15,64.8621,11.2373,28.51,64,0,11.5,clear sky
536,Grand Baie,MU,2022-01-09 19:46:16,-20.0182,57.5802,77.47,86,100,4.0,overcast clouds
537,Narsaq,GL,2022-01-09 19:46:16,60.9167,-46.05,16.02,90,100,2.13,overcast clouds
538,Woodstock,CA,2022-01-09 19:46:16,43.1334,-80.7497,33.21,77,100,21.27,overcast clouds
539,Uruzgan,AF,2022-01-09 19:46:17,32.8333,66.0,34.12,53,1,3.24,clear sky
540,Basco,PH,2022-01-09 19:46:17,20.4487,121.9702,74.01,74,54,16.11,broken clouds
541,Sola,VU,2022-01-09 19:46:17,-13.8833,167.55,82.44,74,100,13.31,overcast clouds
542,Tanout,NE,2022-01-09 19:46:18,14.9709,8.8879,63.43,17,1,16.22,clear sky
543,Pozo Colorado,PY,2022-01-09 19:46:18,-23.4923,-58.7972,100.8,22,34,10.65,scattered clouds
544,Xian,CN,2022-01-09 19:45:19,34.2583,108.9286,36.41,81,100,8.16,overcast clouds
545,Boljevac,RS,2022-01-09 19:46:18,43.8303,21.9531,33.85,99,100,3.2,light snow
546,Kutum,SD,2022-01-09 19:46:19,14.2,24.6667,74.03,24,49,4.32,scattered clouds
547,Itarema,BR,2022-01-09 19:46:19,-2.9248,-39.9167,82.58,64,100,13.13,overcast clouds
548,Lamar,US,2022-01-09 19:46:20,33.6668,-95.5836,50.99,76,100,19.57,overcast clouds
549,Iwata,JP,2022-01-09 19:46:20,34.7,137.85,45.01,69,75,1.99,broken clouds
550,Mata,PT,2022-01-09 19:46:20,40.683,-7.4592,52.93,98,100,4.72,overcast clouds
551,Nizwa,OM,2022-01-09 19:46:20,22.9333,57.5333,62.64,48,0,5.26,clear sky
552,Saint Simons,US,2022-01-09 19:47:21,31.1352,-81.3901,80.02,57,0,8.05,clear sky
553,Mareeba,AU,2022-01-09 19:47:21,-17.0,145.4333,75.92,94,91,3.11,overcast clouds
554,Kilindoni,TZ,2022-01-09 19:47:22,-7.9139,39.6668,82.74,78,89,14.9,overcast clouds
555,Tombouctou,ML,2022-01-09 19:47:22,20.0,-3.0,61.81,14,91,11.61,overcast clouds
556,Porto Belo,BR,2022-01-09 19:47:22,-27.1578,-48.5531,73.69,77,99,11.36,overcast clouds
557,Aguilas,ES,2022-01-09 19:47:23,37.4063,-1.5829,57.2,49,2,7.02,clear sky
558,Waingapu,ID,2022-01-09 19:47:23,-9.6567,120.2641,78.69,82,100,3.85,overcast clouds
559,Grand Island,US,2022-01-09 19:45:14,40.925,-98.342,33.3,34,0,5.01,clear sky
560,New Cumnock,GB,2022-01-09 19:47:23,55.3956,-4.1846,42.53,92,99,5.75,overcast clouds
561,Ballina,AU,2022-01-09 19:47:24,-28.8667,153.5667,68.77,96,40,1.14,scattered clouds
562,Chicama,PE,2022-01-09 19:47:24,-7.8447,-79.1469,72.14,58,63,11.63,broken clouds
563,Puerto Narino,CO,2022-01-09 19:47:24,-3.7703,-70.3831,78.75,85,100,1.57,overcast clouds
564,Shakawe,BW,2022-01-09 19:47:25,-18.3667,21.85,67.23,94,100,5.06,light rain
565,Bandarbeyla,SO,2022-01-09 19:47:25,9.4942,50.8122,76.33,67,14,21.52,few clouds
566,Vestmannaeyjar,IS,2022-01-09 19:47:25,63.4427,-20.2734,43.68,83,100,48.92,heavy intensity rain
567,Umm Lajj,SA,2022-01-09 19:47:26,25.0213,37.2685,77.58,50,100,7.74,overcast clouds
568,Jalu,LY,2022-01-09 19:47:26,29.0331,21.5482,52.83,51,0,11.12,clear sky
569,Wakkanai,JP,2022-01-09 19:43:04,45.4094,141.6739,27.46,63,100,13.56,overcast clouds
570,Marawi,PH,2022-01-09 19:47:26,7.9986,124.2928,65.64,96,93,1.25,overcast clouds
571,Kanniyakumari,IN,2022-01-09 19:47:27,8.0833,77.5667,77.16,79,100,13.85,overcast clouds
572,Chandla,IN,2022-01-09 19:47:27,25.0833,80.2,59.56,89,30,1.79,scattered clouds
573,Margate,GB,2022-01-09 19:47:27,51.3813,1.3862,41.95,84,11,7.63,few clouds
574,Buraydah,SA,2022-01-09 19:47:28,26.326,43.975,63.05,36,20,10.94,few clouds
575,Alice Springs,AU,2022-01-09 19:43:58,-23.7,133.8833,72.95,25,0,0.0,clear sky
576,Aripuana,BR,2022-01-09 19:47:28,-9.1667,-60.6333,78.91,90,59,4.16,broken clouds
577,Casper,US,2022-01-09 19:47:29,42.8666,-106.3131,39.51,37,0,25.32,clear sky
578,Zhoucheng,CN,2022-01-09 19:47:29,35.9122,116.3117,38.55,73,100,2.71,overcast clouds
579,Ilhabela,BR,2022-01-09 19:47:29,-23.7781,-45.3581,71.74,88,100,2.59,moderate rain
580,Portland,US,2022-01-09 19:45:16,45.5234,-122.6762,52.09,69,11,11.01,few clouds
581,Bredy,RU,2022-01-09 19:47:30,52.4153,60.3411,-3.77,95,9,6.35,clear sky
582,Avera,US,2022-01-09 19:47:30,33.194,-82.5271,72.91,61,22,13.18,few clouds
583,Majene,ID,2022-01-09 19:47:31,-3.5403,118.9707,77.56,81,74,5.03,broken clouds
584,Lichuan,CN,2022-01-09 19:47:31,30.3,108.85,37.45,92,100,1.05,overcast clouds
585,Mercedes,AR,2022-01-09 19:47:31,-34.6515,-59.4307,92.86,14,3,8.75,clear sky
586,Kopychyntsi,UA,2022-01-09 19:47:32,49.1044,25.9103,27.55,89,52,3.04,broken clouds
587,Praia,CV,2022-01-09 19:47:32,14.9215,-23.5087,73.94,73,0,9.22,clear sky
588,Yatou,CN,2022-01-09 19:47:32,37.15,122.3833,30.96,71,99,4.12,overcast clouds
589,San-Pedro,CI,2022-01-09 19:47:10,4.7485,-6.6363,80.71,83,94,8.43,overcast clouds
590,Machado,BR,2022-01-09 19:47:33,-21.6747,-45.9197,73.17,96,100,4.56,overcast clouds
591,Pestisu Mic,RO,2022-01-09 19:47:33,45.8,22.8833,33.78,94,98,2.06,overcast clouds
592,Dobrusevo,MK,2022-01-09 19:47:33,41.1686,21.4825,42.67,82,89,3.09,overcast clouds
593,Santiago Del Estero,AR,2022-01-09 19:47:34,-27.7951,-64.2615,100.8,15,0,6.22,clear sky
594,Garowe,SO,2022-01-09 19:47:34,8.4054,48.4845,68.43,67,7,16.42,clear sky
595,Visnes,NO,2022-01-09 19:47:34,59.3556,5.2242,40.21,56,75,8.05,broken clouds
596,Taldan,RU,2022-01-09 19:47:35,53.6667,124.8,-19.8,95,26,3.15,scattered clouds
597,Sokyryany,UA,2022-01-09 19:48:35,48.4475,27.4168,32.92,90,100,5.28,overcast clouds
598,Yerbogachen,RU,2022-01-09 19:48:35,61.2767,108.0108,-9.17,81,100,9.01,overcast clouds
599,Lere,NG,2022-01-09 19:48:36,10.387,8.5726,74.03,21,0,7.76,clear sky
600,Mount Isa,AU,2022-01-09 19:48:36,-20.7333,139.5,80.37,29,19,3.44,few clouds
601,Constantine,DZ,2022-01-09 19:48:36,36.365,6.6147,49.41,71,75,10.36,broken clouds
602,Weihe,CN,2022-01-09 19:48:37,32.9952,105.3247,33.75,84,62,6.78,broken clouds
603,Balao,EC,2022-01-09 19:48:37,-2.9167,-79.8167,85.91,61,92,9.82,overcast clouds
604,Sao Gabriel Da Cachoeira,BR,2022-01-09 19:48:37,-0.1303,-67.0892,89.4,62,40,6.91,scattered clouds
605,Talnakh,RU,2022-01-09 19:48:38,69.4865,88.3972,-0.8,97,100,2.91,light snow
606,Haizhou,CN,2022-01-09 19:48:38,34.5817,119.1289,36.05,78,100,0.92,overcast clouds
607,Codajas,BR,2022-01-09 19:48:38,-3.8367,-62.0569,78.6,71,99,2.13,overcast clouds
608,Orumiyeh,IR,2022-01-09 19:48:38,37.5527,45.0761,26.15,80,2,4.61,clear sky
609,Oistins,BB,2022-01-09 19:48:39,13.0667,-59.5333,82.49,61,75,20.71,broken clouds
610,Flin Flon,CA,2022-01-09 19:48:39,54.7682,-101.865,-16.76,58,0,11.5,clear sky
611,Rio Grande,BR,2022-01-09 19:48:39,-32.035,-52.0986,82.51,64,0,19.8,clear sky
612,Byron Bay,AU,2022-01-09 19:48:40,-28.65,153.6167,72.88,81,19,5.1,few clouds
613,Amahai,ID,2022-01-09 19:48:40,-3.3333,128.9167,78.22,85,100,4.09,overcast clouds
614,Kang,BW,2022-01-09 19:48:40,-23.6752,22.7876,77.88,49,94,9.8,overcast clouds
615,Angoche,MZ,2022-01-09 19:48:41,-16.2325,39.9086,75.78,95,100,10.11,heavy intensity rain
616,Ravar,IR,2022-01-09 19:48:41,31.2656,56.8055,44.96,41,0,1.57,clear sky
617,Cap Malheureux,MU,2022-01-09 19:48:41,-19.9842,57.6142,77.49,86,100,4.0,overcast clouds
618,Elko,US,2022-01-09 19:45:20,41.0002,-115.5012,32.02,82,6,3.74,clear sky
619,Boa Vista,BR,2022-01-09 19:46:00,2.8197,-60.6733,93.18,31,40,10.36,scattered clouds
620,Paris,FR,2022-01-09 19:47:21,48.8534,2.3488,41.85,95,0,2.3,clear sky
621,Abu Dhabi,AE,2022-01-09 19:48:42,24.4667,54.3667,67.96,71,0,2.3,clear sky
622,Souillac,MU,2022-01-09 19:48:43,-20.5167,57.5167,77.38,83,40,6.91,moderate rain
623,Damghan,IR,2022-01-09 19:48:43,36.1683,54.348,38.7,45,0,4.03,clear sky
624,Lalawigan,PH,2022-01-09 19:48:44,11.5892,125.4697,75.83,89,95,3.13,overcast clouds
625,Abu Samrah,SY,2022-01-09 19:48:44,35.3029,37.1841,52.65,69,4,10.4,clear sky
626,Mikhaylovka,RU,2022-01-09 19:48:44,50.06,43.2379,27.79,79,100,15.41,overcast clouds
627,Manaus,BR,2022-01-09 19:48:45,-3.1019,-60.025,84.7,70,75,4.61,broken clouds
628,Payson,US,2022-01-09 19:48:45,40.0444,-111.7321,40.41,56,40,0.0,scattered clouds
629,Dubbo,AU,2022-01-09 19:48:45,-32.25,148.6167,71.73,88,100,10.36,overcast clouds
630,Aras,ES,2022-01-09 19:48:46,42.5617,-2.356,50.41,87,75,19.57,broken clouds
631,Durant,US,2022-01-09 19:48:46,33.994,-96.3708,51.12,56,0,20.71,clear sky
632,Kaeo,NZ,2022-01-09 19:48:46,-35.1,173.7833,68.32,95,100,2.21,overcast clouds
633,Ostrovnoy,RU,2022-01-09 19:48:47,68.0531,39.5131,27.3,64,100,19.57,light snow
634,Blackfoot,US,2022-01-09 19:48:47,43.1905,-112.345,30.54,85,45,5.88,scattered clouds
635,Plymouth,US,2022-01-09 19:47:56,41.8334,-70.8328,47.66,77,100,5.99,overcast clouds
636,Cabra,ES,2022-01-09 19:48:47,37.4725,-4.4421,51.39,78,2,0.72,clear sky
637,Labytnangi,RU,2022-01-09 19:48:48,66.6572,66.4183,-3.17,92,69,8.32,broken clouds
638,Pacific Grove,US,2022-01-09 19:48:48,36.6177,-121.9166,66.16,57,0,1.99,clear sky
639,Lorengau,PG,2022-01-09 19:48:49,-2.0226,147.2712,79.88,80,95,7.0,overcast clouds
640,San Policarpo,PH,2022-01-09 19:48:49,12.1791,125.5072,77.31,83,78,1.9,broken clouds
641,Aken,DE,2022-01-09 19:48:49,50.7766,6.0834,38.14,92,14,7.2,few clouds
642,Hailin,CN,2022-01-09 19:48:50,44.5833,129.4167,-11.09,98,32,1.45,scattered clouds
643,Lagos,NG,2022-01-09 19:48:50,6.5833,3.75,84.52,75,39,5.97,scattered clouds
644,Lata,PT,2022-01-09 19:48:50,40.1629,-8.3327,56.05,99,100,2.91,overcast clouds
645,Linhares,BR,2022-01-09 19:49:51,-19.3911,-40.0722,79.11,88,100,3.22,overcast clouds
646,Kandi,BJ,2022-01-09 19:49:51,11.1342,2.9386,78.58,18,3,5.26,clear sky
647,Baoding,CN,2022-01-09 19:49:51,38.8511,115.4903,31.48,74,100,6.08,overcast clouds
648,Sharjah,AE,2022-01-09 19:49:52,25.3573,55.4033,67.98,71,0,3.44,clear sky
649,Aviles,ES,2022-01-09 19:45:16,43.5547,-5.9248,59.77,89,75,14.0,light intensity drizzle
650,Krasnoselkup,RU,2022-01-09 19:49:52,65.7,82.4667,-3.1,98,100,9.13,overcast clouds
651,Athmallik,IN,2022-01-09 19:49:53,20.7219,84.5348,63.64,62,2,3.18,clear sky
652,Porto Walter,BR,2022-01-09 19:49:53,-8.2686,-72.7439,91.76,42,63,5.79,broken clouds
653,Pinos,MX,2022-01-09 19:49:54,22.3,-101.5667,65.98,11,0,3.13,clear sky
654,Olinda,BR,2022-01-09 19:49:54,-8.0089,-34.8553,85.73,66,40,10.36,scattered clouds
655,Gogrial,SS,2022-01-09 19:49:54,8.5332,28.1004,84.9,25,79,2.89,broken clouds
656,Coruripe,BR,2022-01-09 19:49:55,-10.1256,-36.1756,82.13,69,89,13.73,overcast clouds
657,Rosarito,MX,2022-01-09 19:48:07,32.3333,-117.0333,74.91,40,30,1.99,scattered clouds
658,Catalina Foothills,US,2022-01-09 19:49:55,32.2979,-110.9187,70.12,34,0,3.0,clear sky
659,Lethem,GY,2022-01-09 19:49:56,3.3803,-59.7968,90.73,34,96,10.18,overcast clouds
660,Samana,DO,2022-01-09 19:49:56,19.2056,-69.3369,84.42,70,40,6.91,scattered clouds
661,Harper,LR,2022-01-09 19:49:56,4.375,-7.7169,80.35,81,50,10.16,scattered clouds
662,Ararat,AM,2022-01-09 19:49:57,39.8317,44.7049,34.7,70,8,1.34,clear sky
663,Churapcha,RU,2022-01-09 19:49:57,62.0025,132.4325,-50.53,100,73,1.92,broken clouds
664,Oskemen,KZ,2022-01-09 19:49:57,49.9565,82.6119,19.36,73,100,8.95,overcast clouds
665,Mitsamiouli,KM,2022-01-09 19:49:57,-11.3847,43.2844,82.44,72,76,5.48,broken clouds
666,Tornio,FI,2022-01-09 19:49:58,65.8481,24.1466,-7.58,98,19,3.27,few clouds
667,Obudovac,BA,2022-01-09 19:49:58,44.965,18.6122,33.75,92,100,3.49,overcast clouds
668,Ketchikan,US,2022-01-09 19:49:59,55.3422,-131.6461,44.58,87,100,26.46,mist
669,Khabary,RU,2022-01-09 19:49:59,53.6259,79.5345,11.8,95,93,10.31,overcast clouds
670,Acarau,BR,2022-01-09 19:49:59,-2.8856,-40.12,82.89,64,100,13.67,overcast clouds
671,Swan Hill,AU,2022-01-09 19:50:00,-35.3378,143.5544,71.37,39,1,7.99,clear sky
672,Aksu,CN,2022-01-09 19:50:00,41.1231,80.2644,23.72,49,98,0.96,overcast clouds
673,Puerto Del Rosario,ES,2022-01-09 19:49:25,28.5004,-13.8627,64.15,55,0,9.22,clear sky
674,Antofagasta,CL,2022-01-09 19:46:37,-23.65,-70.4,72.68,71,85,7.36,overcast clouds
675,Nisia Floresta,BR,2022-01-09 19:50:01,-6.0911,-35.2086,88.61,60,91,11.92,overcast clouds
676,Matiri,TZ,2022-01-09 19:50:01,-10.75,34.9,64.04,90,100,1.05,overcast clouds
677,Sipoo,FI,2022-01-09 19:50:02,60.3775,25.2691,22.84,92,100,5.75,overcast clouds
678,La Chapelle-Sur-Erdre,FR,2022-01-09 19:50:02,47.2958,-1.5531,48.92,93,100,1.99,light intensity drizzle
679,Mantua,IT,2022-01-09 19:50:02,45.1667,10.7833,40.51,91,100,1.39,overcast clouds
680,Ventspils,LV,2022-01-09 19:50:03,57.3894,21.5606,30.13,100,100,0.0,mist
681,Buchanan,LR,2022-01-09 19:50:03,5.8808,-10.0467,84.16,83,69,7.99,broken clouds
682,Vasilevo,MK,2022-01-09 19:50:03,41.4761,22.6417,47.61,92,100,4.79,overcast clouds
683,Neryungri,RU,2022-01-09 19:50:03,56.6709,124.6491,-35.25,100,98,3.22,overcast clouds
684,Nehe,CN,2022-01-09 19:50:04,48.4833,124.8333,-3.01,98,100,5.82,overcast clouds
685,Saratoga Springs,US,2022-01-09 19:48:52,43.0831,-73.7846,35.87,92,100,1.01,overcast clouds
686,Arman,RU,2022-01-09 19:50:04,59.7,150.1667,10.02,84,100,9.28,overcast clouds
687,Fort Nelson,CA,2022-01-09 19:50:05,58.8053,-122.7002,-22.41,69,100,0.0,light snow
688,Svetlaya,RU,2022-01-09 19:50:05,46.5389,138.3297,7.09,70,7,7.02,clear sky
689,Ulaangom,MN,2022-01-09 19:50:05,49.9811,92.0667,-11.87,94,99,2.8,overcast clouds
690,Pingzhuang,CN,2022-01-09 19:50:06,42.0372,119.2889,14.32,72,100,7.2,overcast clouds
691,Sarh,TD,2022-01-09 19:50:06,9.1429,18.3923,82.31,36,0,0.0,clear sky
692,Pozzallo,IT,2022-01-09 19:51:06,36.7305,14.8499,52.45,69,90,30.44,overcast clouds
693,Mnogovershinnyy,RU,2022-01-09 19:51:07,53.9353,139.9242,-7.37,89,100,6.49,overcast clouds
694,Martapura,ID,2022-01-09 19:51:07,-3.4167,114.85,75.29,100,75,4.61,moderate rain
695,Huambo,AO,2022-01-09 19:51:07,-12.7761,15.7392,60.24,91,100,1.52,overcast clouds
696,Kathu,TH,2022-01-09 19:51:08,7.9178,98.3332,76.82,79,95,8.48,overcast clouds
697,Goure,NE,2022-01-09 19:51:08,13.9835,10.2704,66.02,15,2,15.46,clear sky
698,Beian,NO,2022-01-09 19:51:08,63.6559,9.5683,33.89,60,0,19.57,clear sky
699,Tual,ID,2022-01-09 19:51:09,-5.6667,132.75,82.17,80,100,9.8,overcast clouds
700,Nidau,CH,2022-01-09 19:51:09,47.1255,7.2403,38.91,93,75,5.75,broken clouds
701,Teknaf,BD,2022-01-09 19:51:09,20.8624,92.3058,64.71,72,0,6.51,clear sky
702,Ola,RU,2022-01-09 19:51:10,59.5833,151.2833,10.15,81,100,10.78,overcast clouds
703,Nyuzen,JP,2022-01-09 19:51:10,36.9333,137.5,39.51,78,100,9.6,overcast clouds
704,Feira De Santana,BR,2022-01-09 19:50:46,-12.2667,-38.9667,83.79,59,99,10.18,heavy intensity rain
